,skills,positions,about,degree
10,"['Video', 'New Media', 'Journalism', 'Radio', 'Broadcast', 'Magazines', 'Storytelling', 'News Writing', 'Editing', 'Dutch', 'Text Editing', 'Copy Editing', 'Blogging', 'Social Media', 'Publishing', 'Copywriting', 'Multimedia', 'Television', 'Newspapers', 'Publications', 'Video', 'New Media', 'Journalism', 'Radio', 'Broadcast', 'Magazines', 'Storytelling', 'News Writing', 'Editing', 'Text Editing', 'Copy Editing', 'Blogging', 'Social Media', 'Publishing', 'Copywriting', 'Multimedia', 'Television', 'Newspapers', 'Publications', 'Online Content', 'Creative Problem Solving', 'Creative Strategy', 'Writing', 'Dutch']","['Editor, contentwriter and journalist', 'Docent', 'NTR', 'Editor', 'Redacteur']","Experienced editor with a demonstrated history of working in the print media and broadcast media industry. Skilled in Broadcasting, Storytelling, News Writing, Video, Podcast and Editing. Strong media and communication professional with a master focused in Law from the University of Amsterdam and in Journalism from the University of Groningen.Experienced editor with a demonstrated history of working in the print media and broadcast media industry. Skilled in Broadcasting, Storytelling, News Writing, Video, Podcast and Editing. Strong media and communication professional with a master focused in Law from the University of Amsterdam and in Journalism from the University of Groningen.","['master, Law', 'Postdoctorale opleiding , Broadcast Journalism']"
11,"['International Relations', 'Change Management', 'Humanitarian', 'Politics', 'Human Rights', 'Management Consulting', 'International Development', 'Program Management', 'Research', 'Corporate Governance', 'Policy', 'Organizational Design', 'Restructuring', 'Policy Analysis', 'Nonprofits', 'Management consulting', 'Internationale relaties', 'Strategie', 'Non-profitorganisaties', 'Veranderingsmanagement', 'International Relations', 'Change Management', 'Humanitarian', 'Politics', 'Human Rights', 'Management Consulting', 'International Development', 'Program Management', 'Research', 'Corporate Governance', 'Policy', 'Organizational Design', 'Restructuring', 'Policy Analysis', 'Nonprofits', 'Management consulting', 'Internationale relaties', 'Non-profitorganisaties', 'Veranderingsmanagement', 'Mensenrechten', 'Strategie', 'Management', 'Leiderschap', 'Teamwork', 'Conflictbemiddeling', 'Engels', 'Frans', 'Duits', 'Nederlands']","['Member Supervisory Board', '(Interim) manager & organizational advisor in international development, RealDrives trainer', 'Business Owner', 'Director of Operations', 'Oikocredit International']","I offer (interim) management and advice services in strategic co-creation processes, (re)structuring and leading teams, organizations and (cooperative) networks. I bring substantive senior leadership experience in international humanitarian and political affairs, human rights, microcredit, psycho-social fields, child rights, including fundraising. ➢	With strong analytic skills, political and personal sensitivity I manage organizational and/or political complex (crisis) situations; ➢	keeping a clear overview and focusing on the organizational objectives, multi-stakeholders’ interests and staff roles;➢	bringing people and organizations’ purposes together by being compassionate with empowered staff; ➢	building sound governance structures and propagating organizational hygiene. Furthermore I:➢	analyse situations and organizations rather quickly, ➢	bring a large and diverse international and intercultural experience to the table,➢	switch easily on different levels and remaining available to staff and superiors➢	bring seniority and make staff feel secure while empowering them.My mediation, legal and systemic constellations' background facilitates sound and respectful balancing of interests. As a certified RealDrives trainer I aim at improving collaboration at the workplace, (self-)management, inclusiveness, diversity and recruitment of staff.I believe in trust, meaning, responsibility, communication, organizational hygiene and the strength of collaboration in order to achieve results and having fun at the same time. Striving towards a more equitable world in a professional manner is my drive.I also offer support in finding and dealing with ineffective behavorial and organizational patterns.In conflict situations I mediate, zoom out in order to focus and act!I offer (interim) management and advice services in strategic co-creation processes, (re)structuring and leading teams, organizations and (cooperative) networks. I bring substantive senior leadership experience in international humanitarian and political affairs, human rights, microcredit, psycho-social fields, child rights, including fundraising. 

➢	With strong analytic skills, political and personal sensitivity I manage organizational and/or political complex (crisis) situations; 

➢	keeping a clear overview and focusing on the organizational objectives, multi-stakeholders’ interests and staff roles;

➢	bringing people and organizations’ purposes together by being compassionate with empowered staff; 

➢	building sound governance structures and propagating organizational hygiene. 

Furthermore I:
➢	analyse situations and organizations rather quickly, 
➢	bring a large and diverse international and intercultural experience to the table,
➢	switch easily on different levels and remaining available to staff and superiors
➢	bring seniority and make staff feel secure while empowering them.

My mediation, legal and systemic constellations' background facilitates sound and respectful balancing of interests. As a certified RealDrives trainer I aim at improving collaboration at the workplace, (self-)management, inclusiveness, diversity and recruitment of staff.

I believe in trust, meaning, responsibility, communication, organizational hygiene and the strength of collaboration in order to achieve results and having fun at the same time. 

Striving towards a more equitable world in a professional manner is my drive.

I also offer support in finding and dealing with ineffective behavorial and organizational patterns.

In conflict situations I mediate, zoom out in order to focus and act!

 
              ","['MSc., Masters in Health Planning & Finance', 'Classes, Humanitarian Law & Human Rights']"
12,"['Architectural Design', 'SketchUp', 'Design Research', 'Sustainable Design', 'Architecture', 'AutoCAD Architecture', 'Urban Design', 'Mixed-use', 'Submittals', 'Comprehensive Planning', 'Residential Design', 'Construction Drawings', 'Architectural Drawings', 'LEED AP', 'AutoCAD', 'Photoshop', 'Adobe Photoshop', 'Architecture paysagère', 'Paysage urbain', 'Planification urbaine', 'Architectural Design', 'Design Research', 'Sustainable Design', 'Architecture', 'Urban Design', 'Mixed-use', 'Submittals', 'Comprehensive Planning', 'Residential Design', 'Construction Drawings', 'Architectural Drawings', 'LEED AP', 'SketchUp', 'AutoCAD Architecture', 'AutoCAD', 'Photoshop', 'Adobe Photoshop']","['Landscape Architect', 'Landscape Architect', 'Freelance Architect', 'Junior Architect', 'Trainee Architect']","Architect, landscape architect, designer. Curious when it comes to new ideas…after receiving my master degree in architecture from the National school of Architecture in Tunisia, I continued to earn a master of landscape architecture from TU Delft in the Netherlands.I had the opportunity to work on various projects in France, Qatar, Ivory Coast, the Netherlands and Jordan. Enthusiastic about humanitarian causes through my studies and my work, I am aspiring to participate in shaping a better world.Architect, landscape architect, designer. Curious when it comes to new ideas…after receiving my master degree in architecture from the National school of Architecture in Tunisia, I continued to earn a master of landscape architecture from TU Delft in the Netherlands.
I had the opportunity to work on various projects in France, Qatar, Ivory Coast, the Netherlands and Jordan. 
Enthusiastic about humanitarian causes through my studies and my work, I am aspiring to participate in shaping a better world.

 
              ","['Msc Landscape Architecture, Architecture', 'Master of Architecture (M.Arch.), Architecture']"
13,"['Nginx', 'Human Computer Interaction', 'Interaction Design', 'Crowdsourcing', 'Deep Learning', 'Object Detection', 'Recurrent Neural Networks (RNN)', 'Data Visualization', 'Computer Vision', 'PostgreSQL', 'PostGIS', 'PyTorch', 'Flask', 'React.js', 'Scientific Writing', 'Neuroscience', 'Science', 'Editing', 'Creative Writing', 'Data Analysis', 'Human Computer Interaction', 'Interaction Design', 'Crowdsourcing', 'Deep Learning', 'Object Detection', 'Data Visualization', 'Computer Vision', 'PostGIS', 'Scientific Writing', 'Neuroscience', 'Science', 'Editing', 'Creative Writing', 'Data Analysis', 'Social Media', 'Statistics', 'Project Management', 'Proofreading', 'Customer Service', 'Web Content Writing', 'Nginx', 'Recurrent Neural Networks (RNN)', 'PostgreSQL', 'PyTorch', 'Flask', 'React.js', 'Python', 'Microsoft Office', 'HTML', 'SPSS', 'Adobe Photoshop', 'JavaScript', 'Cascading Style Sheets (CSS)', 'D3.js', 'SQL', 'LaTeX', 'TensorFlow', 'Keras']","['AI R&D Engineer', 'PhD Candidate', 'Graduate Student', 'Research Assistant', 'UNESCO']","I’m a Dutch machine learning and data visualization researcher living in Amsterdam. Over the past four years, I have analysed Amsterdam street scenery using various types of geographic data as part of my PhD research project at the University of Amsterdam. I absolutely love the creativity involved in conveying potentially complex insights to different audiences. Before specializing in machine learning and data visualization, I had many amazing opportunities to combine my love for writing with my fascination for science.I’m a Dutch machine learning and data visualization researcher living in Amsterdam. Over the past four years, I have analysed Amsterdam street scenery using various types of geographic data as part of my PhD research project at the University of Amsterdam. I absolutely love the creativity involved in conveying potentially complex insights to different audiences. Before specializing in machine learning and data visualization, I had many amazing opportunities to combine my love for writing with my fascination for science.

 
              ","['Master of Science (MSc), Information Studies: Data Science', 'Master of Science (M.Sc.), Science Communication and Public Engagement']"
14,"['Client Coordination', 'Coaching', 'Leadership', 'Management', 'Sales', 'Critical Thinking', 'Psychology', 'Project Planning', 'Microsoft Excel', 'IBM SPSS', 'Communication', 'German', 'English', 'Client Coordination', 'Coaching', 'Sales', 'Psychology', 'Project Planning', 'Microsoft Excel', 'IBM SPSS', 'Leadership', 'Management', 'Critical Thinking', 'Communication', 'German', 'English']",['AIESEC in the Netherlands'],Exchange Participant Manager at AIESEC Amsterdam | Bachelor's Psychology at the Universiteit van AmsterdamExchange Participant Manager at AIESEC Amsterdam | Bachelor's Psychology at the Universiteit van Amsterdam,"['Master of Science - MS, Psychology', 'Bachelor of Science - BS, Psychology']"
15,"['Control de procesos', 'Administración logística', 'Control de calidad', 'Gestión de redes', 'Lean manufacturing', 'manufacturing', '5S', 'Mejora continua', 'Gestión de la calidad', 'Administración de la producción', 'APQP', 'Ingeniería', 'C (programación)', 'Microsoft Word', 'Microsoft Excel', 'Microsoft PowerPoint', 'AutoCAD', 'Microsoft Access', 'Microsoft Office', 'Trabajo en equipo', 'Control de procesos', 'Administración logística', 'Control de calidad', 'Gestión de redes', 'Lean manufacturing', 'manufacturing', '5S', 'Mejora continua', 'Gestión de la calidad', 'Administración de la producción', 'APQP', 'Ingeniería', 'C (programación)', 'Microsoft Word', 'Microsoft Excel', 'Microsoft PowerPoint', 'AutoCAD', 'Microsoft Access', 'Microsoft Office', 'Trabajo en equipo', 'Inglés', 'Español']","['Application Engineer - Logistics and Material Handling', 'GrandVision NV', 'Master Thesis Student', 'Centro Tecnológico de la Automoción de Galicia - CTAG', 'Technical Department Assistant']",nan,"['Master of Science - MSc, Logistics, Materials, and Supply Chain Management', ""Erasmus: Bachelor's Degree Final Project""]"
16,"['Networking', 'Project Management', 'People Development', 'Business Innovation', 'Community Development', 'Community Management', 'Sustainability Consulting', 'Social Impact', 'Business Development', 'Hospitality', 'Food & Beverage', 'Social Networking', 'Hotel Management', 'Direct Sales', 'Dutch', 'Career Management', 'Change Management', 'Sustainable Business Strategies', 'Decision-Making', 'Personal Development', 'Networking', 'Project Management', 'People Development', 'Business Innovation', 'Community Development', 'Community Management', 'Sustainability Consulting', 'Social Impact', 'Business Development', 'Hospitality', 'Food & Beverage', 'Social Networking', 'Hotel Management', 'Direct Sales', 'Career Management', 'Change Management', 'Sustainable Business Strategies', 'Sustainable Design', 'Employee Learning & Development', 'Training Program Design', 'Decision-Making', 'Personal Development', 'Team Leadership', 'Critical Thinking', 'Dutch']","['Community Manager', 'Guest Lecturer', 'Owner', 'Professional development', 'Community Developer']","https://www.hospitality-group.nl/communities/future-work-community/ To get in touch with the right people to carve out your path towards creating impactful business and innovation can be difficult and frustrating. Community building and impactful business innovation is therefore exactly what makes my heart beats faster and also precisely what I do for others. Reach out, together we can!https://www.hospitality-group.nl/communities/future-work-community/ 

To get in touch with the right people to carve out your path towards creating impactful business and innovation can be difficult and frustrating. 

Community building and impactful business innovation is therefore exactly what makes my heart beats faster and also precisely what I do for others. Reach out, together we can!","['Hospitality Administration/Management', 'Bachelor’s Degree, Business Management']"
17,"['Concept Development', 'Concept Design', 'Market research', 'Consulting', 'Business Development', 'Strategy Development', 'F&B', 'Analytical Skills', 'Teamwork', 'Interpersonal Skills', 'Management', 'Dutch', 'English', 'Spanish', 'Social and communication skills', 'Critical and strategic thinking', 'Operationals', 'Hospitality', 'Intrapersonal Skills', 'Event Planning', 'Concept Development', 'Concept Design', 'Market research', 'Consulting', 'Business Development', 'F&B', 'Hospitality', 'Event Planning', 'Strategy Development', 'Analytical Skills', 'Teamwork', 'Interpersonal Skills', 'Management', 'Intrapersonal Skills', 'Dutch', 'English', 'Spanish']","['Korn Ferry', 'Client Acceptance and Administration Expert', 'Consultant', 'Concept Development Intern', 'Ambassador']","I am currently working as Consultant at Korn Ferry. Korn Ferry is an international advisory firm and together with management teams we aim to make their strategy specific and concrete. Most organizations can come up with a sound strategy, but many struggle to make it stick because their talent and strategy aren’t in sync. That is where we come in. We help you hire, motivate, and hold on to the best people to bring your strategy to life.As Consultant I am part of the Young Talents team in our Amsterdam office. I am working on challenging projects for high profile organizations from all our disciplines. I work closely with senior consultants during the proposal and delivery phase of projects related to job evaluation, organization design, and strategy execution.Combining my role as Consultant with my Hospitality background, I integrate a strong customer focus with an analytical mindset. I like to anticipate on people’s needs and exceed expectations in my collaboration with clients.I am currently working as Consultant at Korn Ferry. Korn Ferry is an international advisory firm and together with management teams we aim to make their strategy specific and concrete. Most organizations can come up with a sound strategy, but many struggle to make it stick because their talent and strategy aren’t in sync. That is where we come in. We help you hire, motivate, and hold on to the best people to bring your strategy to life.

As Consultant I am part of the Young Talents team in our Amsterdam office. I am working on challenging projects for high profile organizations from all our disciplines. I work closely with senior consultants during the proposal and delivery phase of projects related to job evaluation, organization design, and strategy execution.

Combining my role as Consultant with my Hospitality background, I integrate a strong customer focus with an analytical mindset. I like to anticipate on people’s needs and exceed expectations in my collaboration with clients.

 
              ","['MS, Business Administration, Strategy & Organization', 'Premaster, Business administration / Bedrijfskunde / Business management / Bedrijfsmanagement']"
18,"['Science', 'ArcGIS', 'Environmental Science', 'Research', 'Field Work', 'Earth Science', 'GIS', 'Matlab', 'Dutch', 'Scientific Writing', 'Special Education', 'Science', 'Environmental Science', 'Research', 'Field Work', 'Earth Science', 'Scientific Writing', 'Special Education', 'ArcGIS', 'GIS', 'Matlab', 'Dutch']","['University of Amsterdam', 'Head Server']","After finishing my master earth sciences cum laude, I started as a research technician in the Physical chemical laboratories of the Institute for Biodiversity and Ecosystem Dynamics (IBED) at the University of Amsterdam. In this function I have gained management experience while leading a subdivision of the physical chemical lab and being responsible for the planning of all inorganic projects. I advise (PhD/PD) researchers and students (BSc, MSc) with the selection and set-up of lab and field experiments and often contribute to scientific articles. Although I enjoy my current function I would like to change my supporting role in science to a leading possibly by pursuing a PhD.After finishing my master earth sciences cum laude, I started as a research technician in the Physical chemical laboratories of the Institute for Biodiversity and Ecosystem Dynamics (IBED) at the University of Amsterdam. In this function I have gained management experience while leading a subdivision of the physical chemical lab and being responsible for the planning of all inorganic projects. I advise (PhD/PD) researchers and students (BSc, MSc) with the selection and set-up of lab and field experiments and often contribute to scientific articles. Although I enjoy my current function I would like to change my supporting role in science to a leading possibly by pursuing a PhD.

 
              ","['Master of Science (MSc), Earth Sciences (Geo-ecological Dynamics)', 'Bachelor of Science (BSc), Aardwetenschappen']"
19,"['Forensic Science', 'Analytical Chemistry', 'CBRN', 'Gas Chromatography', 'NMR', 'Spectroscopy', 'Liquid Chromatography-Mass Spectrometry (LC-MS)', 'Organic Chemistry', 'Microsoft Excel', 'Microsoft Word', 'Photoshop', 'Adobe Premiere', 'Adobe After Effects', 'Matlab', 'English', 'Dutch', 'Liquid Chromatography tandem Mass Spectrometry (LC-MS/MS)', 'GC-MS', 'Inorganic Chemistry', 'IR spectroscopy', 'Forensic Science', 'Analytical Chemistry', 'CBRN', 'Gas Chromatography', 'NMR', 'Spectroscopy', 'Liquid Chromatography-Mass Spectrometry (LC-MS)', 'Organic Chemistry', 'GC-MS', 'Inorganic Chemistry', 'IR spectroscopy', 'Bayesian statistics', 'Aerosol science', 'Microsoft Excel', 'Microsoft Word', 'Photoshop', 'Adobe Premiere', 'Adobe After Effects', 'Matlab', 'English', 'Dutch']","['TNO', 'PhD Candidate', 'Meet-The-Master', 'Student Tutor']","Currently, I am doing a PhD in forensic analytical chemistry at the University of Amsterdam in collaboration with TNO. My research focuses on protection against highly toxic (CBRN) chemicals, with the emphasis on chemical profiling for forensic investigations and intelligence purposes. Read more on my website: forensicscientist.nl.Currently, I am doing a PhD in forensic analytical chemistry at the University of Amsterdam in collaboration with TNO. My research focuses on protection against highly toxic (CBRN) chemicals, with the emphasis on chemical profiling for forensic investigations and intelligence purposes. Read more on my website: forensicscientist.nl.","['Master of Science (MSc), Forensic Science', 'Master Specialisation, Nuclear Chemistry and Materials Engineering']"
20,"['International Relations', 'Politics', 'Intercultural Communication', 'Research', 'Dutch', 'English', 'Event Management', 'Public Relations', 'Political Science', 'Teaching', 'European Union', 'NGOs', 'Leadership', 'International Organizations', 'Foreign Policy', 'Diplomacy', 'Integrity', 'Strategy', 'Empowering others', 'Initiating', 'International Relations', 'Politics', 'Intercultural Communication', 'Research', 'Event Management', 'Public Relations', 'Political Science', 'Teaching', 'European Union', 'NGOs', 'International Organizations', 'Foreign Policy', 'Diplomacy', 'Strategic Leadership', 'Human Rights', 'Educational Management', 'Youth Engagement', 'Social Media', 'Project Management', 'Non-Governmental Organizations (NGOs)', 'Leadership', 'Strategy', 'Initiating', 'Analytical Abilities', 'Public Speaking', 'Dutch', 'English', 'Italian']","['Ministry of Education, Culture and Science', 'Obama Leader Europe', 'Project Lead Deltapremie', 'Program Manager City Deal Kennis Maken', 'Global Shaper ']","I am a driven community manager and social entrepreneur with a focus on education, innovation and diversity. In 2022, I was selected by the Obama Foundation as one of the 35 Obama Leaders for Europe in 2022. In 2018, I was selected by the Dutch Financial Times in their Top 50 most promising talents. In both 2015 and 2016, I was selected into the Top 100 Best Young Professionals in the Netherlands (spot 18 and 17, Memory Group Magazine). After having finished my Social Innovation Fellowship at the U.S. State Department as one of the first seven Europeans, I lead the Dutch cohort of 34 Global Shapers for the World Economic Forum. From May 2017 until September 2022, I worked with the city councils, universities and universities of applied sciences of the twenty biggest Dutch cities to innovate higher education on behalf of the Dutch government and all formal representative parties of higher education. As of October 2022, I started as a senior policy officer at the Dutch Ministry of Education, Culture and Science, with the task of connecting organizations and movements on a national level when it comes to education innovation in Dutch higher education. In April 2023 I was asked to lead the Taskforce on internationalization and international student streams, one of the main issues our Minister of Education faces. In 2012, I founded my own social platform AMS Connected, through which my team and I connected 4.000 Amsterdam locals and expats to each other and their local communities by hosting over 150 events per year. I handed over the lead for this platform in 2017, and still consult on the way forward for the team.I have a background in Political Science (MSc summa cum laude at the University of Amsterdam) and Communication- and Information Sciences (MA summa cum laude at VU University Amsterdam), with a Minor in Military Science (at the Royal Military Academy).I am a driven community manager and social entrepreneur with a focus on education, innovation and diversity. In 2022, I was selected by the Obama Foundation as one of the 35 Obama Leaders for Europe in 2022. In 2018, I was selected by the Dutch Financial Times in their Top 50 most promising talents. In both 2015 and 2016, I was selected into the Top 100 Best Young Professionals in the Netherlands (spot 18 and 17, Memory Group Magazine). 

After having finished my Social Innovation Fellowship at the U.S. State Department as one of the first seven Europeans, I lead the Dutch cohort of 34 Global Shapers for the World Economic Forum. From May 2017 until September 2022, I worked with the city councils, universities and universities of applied sciences of the twenty biggest Dutch cities to innovate higher education on behalf of the Dutch government and all formal representative parties of higher education. As of October 2022, I started as a senior policy officer at the Dutch Ministry of Education, Culture and Science, with the task of connecting organizations and movements on a national level when it comes to education innovation in Dutch higher education. In April 2023 I was asked to lead the Taskforce on internationalization and international student streams, one of the main issues our Minister of Education faces. In 2012, I founded my own social platform AMS Connected, through which my team and I connected 4.000 Amsterdam locals and expats to each other and their local communities by hosting over 150 events per year. I handed over the lead for this platform in 2017, and still consult on the way forward for the team.

I have a background in Political Science (MSc summa cum laude at the University of Amsterdam) and Communication- and Information Sciences (MA summa cum laude at VU University Amsterdam), with a Minor in Military Science (at the Royal Military Academy).

 
              ","['MSc, Political Science - International Affairs I graduated Summa Cum Laude', 'Minor, Military Science']"
