,specific_keywords
431,"['Amerikaanse', 'Amerikaanse', 'Amerikaanse', 'Amerikaanse', 'Rassendynamiek', 'Amerikaanse', 'Amerikaanse', 'Amerikaanse', 'Amerikaanse', 'Amerikaanse']"
432,"['Bestuur', 'Organisatie', 'Beleid', 'Management', 'Verandering', 'Leiderschap', 'Besluitvorming', 'Publieke', 'Organisatiecultuur', 'Strategie']"
433,"['Overheidsbeleid', 'Publiek', 'Beleidsanalyse', 'Bestuursrecht', 'Politieke', 'Governance', 'Openbaar', 'Decentrale', 'Beleidsimplementatie', 'Intergouvernementele']"
434,"['Overheidsbeleid', 'Publieke', 'Beleidsanalyse', 'Bestuurlijke', 'Politiek', 'Openbaar', 'Beleidsimplementatie', 'Governance', 'Organisatiekunde', 'Publieke']"
435,"['Overheidsbeleid', 'Publieke', 'Politieke', 'Bestuursrecht', 'Openbaar', 'Beleidsanalyse', 'Governance', 'Organisatiegedrag', 'Intergouvernementele', 'Publieke']"
436,"['Business', 'Data', 'E-commerce', 'Information', 'IT', 'Business', 'Enterprise', 'Cloud', 'Digital', 'IT']"
437,"['Communicatietheorie', 'Massamedia', 'Interpersoonlijke', 'Persuasieve', 'Mediaplanning', 'Sociale', 'Communicatie-onderzoek', 'Communicatiestrategieën', 'Interculturele', 'Communicatie-ethiek']"
438,"['Criminaliteit', 'Strafrecht', 'Delinquentie', 'Strafmaat', 'Criminaliteitspreventie', 'Crimineel', 'Forensisch', 'Recidive', 'Strafrechtspleging', 'Slachtofferologie']"
439,"['Misdaad', 'Criminaliteit', 'Strafrecht', 'Criminaliteitspreventie', 'Strafjustitie', 'Criminologisch', 'Delinquentie', 'Gevangenis', 'Recidive', 'Victimologie']"
440,"['Misdaad', 'Criminaliteit', 'Strafrecht', 'Forensisch', 'Recidive', 'Strafmaat', 'Criminogene', 'Criminaliteitspreventie', 'Slachtofferologie', 'Penologie']"
441,"['Juridisch', 'Ondernemingsrecht', 'Handelsrecht', 'Contractenrecht', 'Bedrijfsstrategie', 'Financieel', 'Bedrijfsethiek', 'Arbeidsrecht', 'Internationale', 'Fusies']"
442,"['Europees', 'EU-wetgeving', 'Verdragen', 'Rechtspraak', 'Interne', 'Mededingingsrecht', 'Mensenrechten', 'Europese', 'Harmonisatie', 'Europese']"
443,"['Europese', 'Verdragen', 'Rechtspraak', 'Interne', 'Mededingingsrecht', 'Mensenrechten', 'Europees', 'Harmonisatie', 'EU-instellingen', 'Europees']"
444,"['Europese', 'EU-beleid', 'Multilevel', 'Europese', 'Europese', 'Internationale', 'Europese', 'Europese', 'Europese', 'Europese']"
445,"['Europese', 'Europese', 'Europese', 'Europese', 'Europese', 'Europese', 'Europese', 'Europese', 'Europese', 'Europese']"
446,"['Belastingwetgeving', 'Inkomstenbelasting', 'Vennootschapsbelasting', 'Omzetbelasting', 'Internationale', 'Fiscale', 'Belastingontwijking', 'Belastingfraude', 'Fiscale', 'Fiscale']"
447,"['Belastingwetgeving', 'Belastingaangifte', 'Fiscale', 'Internationale', 'Belastingontwijking', 'Fiscale', 'Belastinggeschillen', 'Loonbelasting', 'Vennootschapsbelasting', 'Erfbelasting']"
448,"['Belastingwetgeving', 'Inkomstenbelasting', 'Vennootschapsbelasting', 'Omzetbelasting', 'Internationaal', 'Fiscale', 'Belastingontwijking', 'Overdrachtsbelasting', 'Erfbelasting', 'Fiscale']"
449,"['Belastingwetgeving', 'Inkomstenbelasting', 'Vennootschapsbelasting', 'Internationaal', 'Fiscale', 'BTW', 'Erfbelasting', 'Douanerecht', 'Loonbelasting', 'Fiscale']"
450,"['Belastingwetgeving', 'Belastingaangifte', 'Fiscale', 'Inkomstenbelasting', 'Vennootschapsbelasting', 'Internationale', 'Fiscale', 'Belastingontwijking', 'Fiscale', 'Juridische']"
451,"['Belastingwetgeving', 'Inkomstenbelasting', 'Vennootschapsbelasting', 'Omzetbelasting', 'Internationale', 'Fiscale', 'Belastingontwijking', 'Belastingfraude', 'Fiscale', 'Bezwaar']"
452,"['Belastingstelsel', 'Belastingwetgeving', 'Inkomstenbelasting', 'Vennootschapsbelasting', 'BTW', 'Internationale', 'Fiscale', 'Belastingontwijking', 'Fiscale', 'Belastingadministratie']"
453,"['Volksgezondheid', 'Epidemiologie', 'Gezondheidsbevordering', 'Preventie', 'Gezondheidszorgsysteem', 'Gezondheidsbeleid', 'Gezondheidsongelijkheid', 'Gezondheidsinterventies', 'Gezondheidseducatie', ""Gezondheidsrisico's""]"
454,"['Internationaal', 'Mondiale', 'Mensenrechten', 'Diplomatie', 'Internationale', 'Internationale', 'Milieurecht', 'Internationaal', 'Internationale', 'Rechtsvergelijking']"
455,"['Productontwerp', 'Ergonomie', 'Prototyping', 'Duurzaamheid', 'Gebruikerservaring', 'Materiaalkeuze', 'Productieprocessen', 'Vormgeving', 'Innovatie', 'Marktanalyse']"
456,"['Procesoptimalisatie', 'Supply', 'Kwaliteitsmanagement', 'Operations', 'Lean', 'Productieplanning', 'Logistiek', 'Projectmanagement', 'Data-analyse', 'Duurzaamheid']"
457,"['Verdragen', 'Mensenrechten', 'EU-recht', 'Internationale', 'Diplomatie', 'Internationaal', 'Handelsrecht', 'Internationale', 'Europese', 'Internationaal']"
458,"['Internationaal', 'Europees', 'Verdragen', 'Mensenrechten', 'Diplomatie', 'Internationale', 'Jurisdictie', 'Handelsrecht', 'Internationale', 'EU-recht']"
459,"['Globalisering', 'Internationale', 'Multinationale', 'Strategisch', 'Internationale', 'Cross-culturele', 'Supply', 'Internationale', 'Internationaal', 'Ondernemerschap']"
460,"['Diplomatie', 'Globalisering', 'Veiligheid', 'Conflict', 'Mensenrechten', 'Ontwikkelingssamenwerking', 'Internationaal', 'Machtsevenwicht', 'Diplomatieke', 'Internationale']"
461,"['Intellectueel', 'Privacywetgeving', 'Cybercrime', 'Datalekken', 'Auteursrecht', 'Softwarelicenties', 'E-commerce', 'IT-contracten', 'Juridische', 'Informatiebeveiliging']"
462,"['Bestuursrecht', 'Rechtsstaat', 'Overheidsbeleid', 'Juridische', 'Publiekrecht', 'Bestuursorganen', 'Handhaving', 'Wetgeving', 'Beleidsanalyse', 'Good']"
463,"['Rechtssysteem', 'Wetgeving', 'Juridische', 'Gerechtigheid', 'Mensenrechten', 'Rechtsstaat', 'Rechtspraak', 'Strafrecht', 'Burgerlijk', 'Sociale']"
464,"['Liberal', 'Global', 'Interdisciplinary', 'Critical', 'Problem-solving', 'International', 'Sustainable', 'Social', 'Cultural', 'Research']"
465,"['Interdisciplinair', 'Kritisch', 'Academische', 'Brede', 'Analytische', 'Creatief', 'Communicatieve', 'Onderzoeksmethoden', 'Ethiek', 'Wereldburgerschap']"
466,"['Interdisciplinair', 'Kritisch', 'Brede', 'Creativiteit', 'Probleemoplossing', 'Communicatieve', 'Onderzoeksvaardigheden', 'Maatschappelijke', 'Flexibiliteit', 'Analytisch']"
467,"['Interdisciplinair', 'Academische', 'Kritisch', 'Brede', 'Sociale', 'Natuurwetenschappen', 'Geesteswetenschappen', 'Onderzoeksvaardigheden', 'Probleemoplossing', 'Maatschappelijke']"
468,"['Interdisciplinair', 'Brede', 'Kritisch', 'Analytische', 'Communicatieve', 'Probleemoplossend', 'Creativiteit', 'Onderzoeksvaardigheden', 'Culturele', 'Maatschappelijke']"
469,"['Interdisciplinair', 'Brede', 'Kritisch', 'Analytische', 'Probleemoplossend', 'Communicatieve', 'Onderzoeksvaardigheden', 'Culturele', 'Maatschappelijke', 'Flexibiliteit']"
470,"['Interdisciplinair', 'Liberal', 'Academische', 'Kritisch', 'Probleemoplossing', 'Onderzoeksvaardigheden', 'Persoonlijke', 'Maatschappelijke', 'Internationale', 'Kleinschalig']"
471,"['Leiderschap', 'Duurzaamheid', 'Technologische', 'Maatschappelijke', 'Digitale', 'Organisatiecultuur', 'Ethiek', 'Stakeholder', 'Veranderingsmanagement', 'Ondernemerschap']"
472,"['Wetboek', 'Burgerlijk', 'Staatsrecht', 'Bestuursrecht', 'Arbeidsrecht', 'Ondernemingsrecht', 'Personen-', 'Europees', 'Internationaal', 'Privaatrecht']"
473,"['Notaris', 'Akte', 'Erfrecht', 'Huwelijksvermogensrecht', 'Onroerend', 'Testament', 'Ondernemingsrecht', 'Erfbelasting', 'Legalisatie', 'Huwelijksvoorwaarden']"
474,"['Akte', 'Erfrecht', 'Huwelijksvermogensrecht', 'Onroerend', 'Testament', 'Ondernemingsrecht', 'Personen-', 'Estate', 'Erfbelasting', 'Legalisatie']"
475,"['Notaris', 'Akte', 'Erfrecht', 'Huwelijksvermogensrecht', 'Onroerend', 'Ondernemingsrecht', 'Testament', 'Schenking', 'Hypotheek', 'Legalisatie']"
476,"['Notaris', 'Akte', 'Erfrecht', 'Huwelijksvermogensrecht', 'Onroerend', 'Testament', 'Estate', 'Ondernemingsrecht', 'Familierecht', 'Legalisatie']"
477,"['Politieke', 'Internationale', 'Politiek', 'Politieke', 'Vergelijkende', 'Politieke', 'Politieke', 'Politieke', 'Politieke', 'Politiek']"
478,"['Governance', 'Democracy', 'International', 'Political', 'Public', 'Political', 'Political', 'Political', 'Political', 'Political', 'Behavior', 'Cognitive', 'Mental', 'Personality', 'Developmental', 'Social', 'Abnormal', 'Neuropsychology', 'Psychotherapy', 'Research', 'Legal', 'Constitutional', 'Criminal', 'Civil', 'International', 'Contract', 'Tort', 'Human', 'Legal', 'Legal', 'Microeconomics', 'Macroeconomics', 'Supply', 'Economic', 'International', 'Monetary', 'Fiscal', 'Game', 'Econometrics', 'Development']"
479,"['Juridische', 'Contractenrecht', 'Ondernemingsrecht', 'Financieel', 'Arbeidsrecht', 'Belastingrecht', 'Mededingingsrecht', 'Internationaal', 'Economische', 'Bedrijfseconomie']"
480,"['Juridisch', 'Bedrijfsrecht', 'Contractenrecht', 'Arbeidsrecht', 'Ondernemingsrecht', 'Handelsrecht', 'Intellectueel', 'Mededingingsrecht', 'Financieel', 'Strategisch']"
481,"['Juridisch', 'Wetgeving', 'Rechtspraak', 'Rechtsfilosofie', 'Burgerlijk', 'Strafrecht', 'Bestuursrecht', 'Internationaal', 'Contractenrecht', 'Mensenrechten']"
482,"['Jurisprudentie', 'Wetgeving', 'Rechtssysteem', 'Rechtspraak', 'Rechtsfilosofie', 'Burgerlijk', 'Strafrecht', 'Internationaal', 'Bestuursrecht', 'Contractenrecht']"
483,"['Juridisch', 'Rechtssysteem', 'Wetgeving', 'Rechtspraak', 'Juridische', 'Rechtsfilosofie', 'Internationaal', 'Strafrecht', 'Burgerlijk', 'Contractenrecht']"
484,"['Jurisprudentie', 'Wetgeving', 'Rechtspraak', 'Rechtssysteem', 'Rechtsfilosofie', 'Internationaal', 'Strafrecht', 'Burgerlijk', 'Bestuursrecht', 'Arbeidsrecht']"
485,"['Jurisprudentie', 'Wetgeving', 'Rechtsbeginselen', 'Rechtspraak', 'Rechtssysteem', 'Rechtsfilosofie', 'Burgerlijk', 'Strafrecht', 'Internationaal', 'Rechtsgeschiedenis']"
486,"['Juridisch', 'Wetgeving', 'Rechtspraak', 'Juridische', 'Burgerlijk', 'Strafrecht', 'Internationaal', 'Contractenrecht', 'Grondwettelijk', 'Rechtsfilosofie']"
487,"['Rechtssysteem', 'Juridische', 'Rechtspraak', 'Wetgeving', 'Rechtsfilosofie', 'Internationaal', 'Strafrecht', 'Burgerlijk', 'Bestuursrecht', 'Arbeidsrecht']"
488,"['Juridische', 'Wetten', 'Juridische', 'Rechtspraak', 'Juridische', 'Burgerlijk', 'Strafrecht', 'Bestuursrecht', 'Internationaal', 'Rechtsfilosofie']"
489,"['Juridisch', 'Rechtspraak', 'Wetgeving', 'Juridische', 'Rechtsfilosofie', 'Internationaal', 'Strafrecht', 'Burgerlijk', 'Contractenrecht', 'Mensenrechten']"
490,"['Juridisch', 'Wetgeving', 'Rechtspraak', 'Juridische', 'Burgerlijk', 'Strafrecht', 'Bestuursrecht', 'Internationaal', 'Rechtsfilosofie', 'Juridische']"
491,"['Liberal', 'Interdisciplinary', 'Global', 'Critical', 'Small-scale', 'International', 'Personalized', 'Research-based', 'Study', 'Community']"
492,"['Interdisciplinair', 'Academische', 'Brede', 'Kritisch', 'Maatschappelijke', 'Persoonlijke', 'Onderzoeksvaardigheden', 'Internationale', 'Kleinschalig', 'Flexibiliteit']"
493,"['Liberal', 'Interdisciplinary', 'Critical', 'Global', 'Research-based', 'Small-scale', 'Personalized', 'Academic', 'International', 'Study']"
494,"['Stedelijke', 'Stedelijke', 'Stadsontwerp', 'Stedelijke', 'Stedelijke', 'Stedelijke', 'Stedelijke', 'Stedelijke', 'Stedelijke', 'Stedelijke']"
